Rank,Team,Conference,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,Opp AdjEM,OppO,OppD,NCSOS AdjEM
25.0,Belmont,ASun,27-8,16.96,117.1,100.1,67.2,-0.017,-0.32,103.4,103.7,4.69
26.0,Iowa St.,B12,23-11,16.69,113.9,97.2,65.8,-0.004,7.22,107.0,99.8,-4.08
27.0,Alabama,SEC,21-12,16.69,106.1,89.5,61.9,-0.067,7.07,107.4,100.3,3.98
28.0,Creighton,MVC,29-6,16.47,119.2,102.7,65.9,0.079,3.79,104.9,101.1,-0.47
29.0,California,P12,24-10,16.37,111.3,94.9,65.7,-0.007,3.61,104.5,100.9,-1.83
30.0,Purdue,B10,22-13,16.25,116.2,99.9,64.3,-0.003,8.81,108.4,99.6,-2.64
31.0,Cincinnati,BE,26-11,16.03,109.5,93.5,62.9,0.023,6.9,105.7,98.8,-9.17
32.0,Texas,B12,20-14,15.9,112.9,97.0,64.9,-0.065,8.45,107.8,99.4,-1.52
33.0,Virginia,ACC,22-10,15.85,105.2,89.3,59.3,-0.024,4.05,105.0,101.0,-5.7
34.0,Saint Mary's,WCC,27-6,15.48,114.3,98.8,63.4,0.036,0.17,104.1,103.9,-2.17
35.0,Murray St.,OVC,31-2,15.34,108.5,93.2,65.0,0.031,-2.34,102.9,105.2,3.63
36.0,Long Beach St.,BW,25-9,15.27,111.7,96.4,66.4,-0.047,1.25,104.0,102.8,14.84
37.0,UNLV,MWC,26-9,14.97,109.2,94.2,68.7,0.006,3.54,104.5,100.9,-0.24
38.0,Connecticut,BE,20-14,14.53,111.3,96.8,63.0,-0.032,8.25,107.3,99.1,-0.46
39.0,Temple,A10,24-8,14.49,113.3,98.9,65.9,0.055,6.1,106.5,100.4,6.2
41.0,Harvard,Ivy,26-5,14.34,108.8,94.4,60.7,0.027,-0.87,101.4,102.2,0.65
42.0,Notre Dame,BE,22-12,14.22,110.9,96.7,60.2,0.032,6.94,106.4,99.4,-4.28
43.0,North Carolina St.,ACC,24-13,14.22,112.1,97.9,67.0,-0.004,6.22,105.9,99.7,1.18
44.0,West Virginia,BE,19-14,13.56,111.4,97.9,64.0,-0.019,8.32,107.3,99.0,2.04
46.0,VCU,CAA,29-7,13.45,106.9,93.5,65.0,0.024,0.53,101.9,101.4,1.9
48.0,South Florida,BE,22-14,13.13,103.9,90.8,58.5,0.04,8.17,107.2,99.0,1.27
50.0,BYU,WCC,26-9,12.79,106.3,93.5,72.6,0.02,1.31,105.1,103.8,0.38
53.0,Xavier,A10,23-13,12.59,108.7,96.1,66.4,0.031,7.24,107.4,100.1,4.56
54.0,Iona,MAAC,25-8,12.26,115.5,103.2,70.0,-0.011,-1.04,102.6,103.7,4.87
57.0,Ohio,MAC,29-8,11.88,106.6,94.7,66.0,0.022,0.8,103.6,102.8,-2.97
60.0,St. Bonaventure,A10,20-12,11.78,110.6,98.9,63.0,-0.024,3.83,104.9,101.1,0.1
61.0,South Dakota St.,Sum,27-8,11.62,113.7,102.1,64.8,0.03,-1.92,103.2,105.1,2.04
65.0,New Mexico St.,WAC,26-10,11.22,109.3,98.1,69.4,-0.041,-0.88,103.4,104.3,-0.87
66.0,San Diego St.,MWC,26-8,11.16,107.0,95.8,65.8,0.059,3.33,104.8,101.5,-3.76
68.0,Southern Miss,CUSA,25-9,10.83,111.2,100.4,63.8,0.041,4.41,104.7,100.3,2.32
71.0,Davidson,SC,25-8,10.65,112.0,101.4,67.4,0.008,-3.0,101.5,104.5,8.78
79.0,Lehigh,Pat,27-8,9.29,108.6,99.3,67.6,-0.026,-5.57,100.3,105.8,-5.17
81.0,Colorado,P12,24-12,8.89,104.8,95.9,65.1,0.081,5.35,105.7,100.4,0.06
88.0,Colorado St.,MWC,20-12,8.17,111.9,103.7,63.6,0.075,4.39,104.7,100.3,0.85
104.0,Montana,BSky,25-7,6.76,103.7,96.9,64.2,0.064,-5.3,102.5,107.8,-0.72
108.0,Lamar,Slnd,23-12,6.33,107.6,101.3,66.0,-0.028,-3.98,99.4,103.4,5.21
114.0,UNC Asheville,BSth,24-10,5.5,110.4,104.9,68.2,-0.001,-4.12,101.8,105.9,7.91
115.0,Detroit,Horz,22-14,5.48,108.1,102.6,67.1,-0.008,0.35,102.2,101.8,1.14
118.0,Vermont,AE,24-12,5.17,105.3,100.1,61.9,-0.024,-5.44,99.1,104.6,-1.55
129.0,Loyola MD,MAAC,24-9,3.91,103.9,100.0,63.6,0.114,-2.7,101.8,104.5,-0.69
162.0,LIU Brooklyn,NEC,25-9,0.75,108.7,107.9,73.4,0.117,-5.25,99.8,105.0,-2.27
183.0,Norfolk St.,MEAC,26-10,-1.82,100.9,102.7,66.6,0.189,-6.31,100.3,106.6,1.39
193.0,Western Kentucky,SB,16-19,-2.67,97.8,100.5,67.9,0.083,-0.0,102.3,102.3,2.63
237.0,Mississippi Valley St.,SWAC,21-13,-6.3,98.0,104.2,68.9,0.125,-8.67,96.5,105.2,14.37
